,101.11810841,105.3789915,102.60841949,103.3428064,101.23725048
,103.84814852,102.61342056,105.06523951,109.9856127,111.32291253
,107.68917352,110.31327772,109.4799717,108.94050763,105.82754289
,108.09884985,110.46174915,113.08886358,112.49490896,115.81324178
,113.45989955,113.96036885,112.96826922,114.88684698,115.08718682
,119.28201933,119.48466485,118.33986374,117.5455028,116.62712329
,116.36530265,119.29387006,119.75940086,119.58370871,119.57792238
,122.95711901,123.22424674,126.66596747,130.2870574,128.9452506
,131.44730308,130.96418378,127.80416462,127.54739461,127.07810412
,131.18048647,131.48776079,131.01073822,131.39649545,130.70337224
,131.01555769,131.15580259,131.15753923,132.9893117,135.67159425
,136.99312491,139.72468178,141.97394008,143.86466873,141.4123969
,141.47755495,140.90995837,142.80635377,144.63870343,142.75078309
,143.70437494,143.90395039,144.15496811,141.27207394,140.66572324
,140.96826773,140.7801373,144.26615413,147.90732645,147.88077592
,146.52070627,145.33867675,145.70379492,145.19937531,150.15525338
,154.2914015,154.48752871,159.29036905,162.9660283,163.33312197
,165.90117614,166.0473496,171.01774148,170.88624233,171.19855252
,170.24063802,170.9780238,170.27588885,170.53194201,172.51760162
,172.68525146,171.61497229,168.69573654,171.25626687,171.96351495
,174.88254731,174.16552965,177.03510819,174.50729275,175.58873904
,175.23437364,176.26587442,172.94161624,169.81376034,166.99362428
,170.17366122,169.16341932,173.71862174,174.45299498,178.16254138
,178.35691093,179.13912159,176.39420684,176.5528864,177.8043435
,176.78316845,173.49617183,172.55193848,170.57655075,169.80654128
,163.24364301,163.47208442,161.69753012,162.03152667,162.63636631
,159.90102841,159.9464837,156.61200536,156.08345646,153.05751532
,149.54720005,152.06397378,152.1219398,151.82294561,150.74124095
,150.86966764,148.01920888,150.64965962,148.18098516,142.75204993
,139.31725484,136.17255236,136.44438384,132.21229794,132.32548801
,132.76094643,132.2784251,128.81492434,129.57690551,129.57401172
,128.81361194,129.52815922,130.02156598,130.9632206,133.7701354
,133.42207388,134.63668113,132.60108933,129.31880957,130.91416697
,130.6261643,129.62126941,129.22574453,131.4696383,132.04680782
,127.99497296,128.48724022,129.21987755,129.76436299,130.15016942
,131.07901388,132.02489441,131.9825305,132.6149229,129.42702538
,128.31292961,127.54754678,127.62236866,127.03906924,126.90563049
,123.85244632,122.75555654,119.96241283,119.96895098,119.35452619
,119.9636351,120.2689225,120.37127097,119.9401228,119.28528439
,120.84103391,122.65831136,126.52213097,126.99990841,127.25882036
,126.04500257,125.53946081,123.14578571,126.00242996,128.34589752
,128.75029654,129.23171631,131.44483633,132.78486938,135.39663215
,131.71366801,132.51836083,133.10150425,129.6857758,129.56351165
,129.16949049,128.79147833,128.79370561,128.38036378,127.80255063
,131.60989726,131.98853412,133.93910388,137.33875527,137.19395761
,143.79570694,143.54899396,146.57883717,146.32878716,145.93396215
,145.30324042,144.66308026,147.26067595,146.81659505,149.40583556
,153.12533595,153.56290114,146.63699811,146.60707812,148.56670913
,148.8424846,151.43148316,149.09994614,147.39786778,152.28722039]
all_rewards=[-95.78447536,-191.40632816,-290.50348995,-101.26721008,-270.85530804
,-173.05596269,-178.14181906,-185.3145075,-253.02958685,-155.3760471
,-388.20207601,-85.7462655,-136.68034052,-83.32759677,-70.80904625
,-204.49523989,-148.67488812,-254.21067496,-196.15294175,-282.93029653
,-112.75119033,-442.77225688,-75.02149335,5.81030046,-125.55337226
,-98.75415153,-419.89847777,-139.68862372,-137.04005498,-146.23590202
,-134.64697433,-112.49239245,-109.39168055,-210.15436369,-148.06262771
,-71.98808376,-138.24434097,-123.74332337,-88.93072652,19.79756555
,-190.16083477,-255.89360043,-124.96028125,-95.57309629,-121.43852209
,-210.92236839,-130.74202228,-305.70610652,-125.19790697,-331.97873552
,-115.94557771,-97.95550317,-153.8306246,-113.46808065,-179.05702314
,-59.42366197,-50.95001571,-211.43815282,-89.67060869,-128.77015069
,-91.78194331,-82.0279285,-67.14627704,21.48170718,-35.32121858
,-101.90261448,-305.72464197,-52.20742932,-49.35335556,-323.77228252
,-20.71752484,-76.26361841,-65.99231801,-125.62507882,-158.69822043
,-106.05332119,-50.22935525,-122.03804799,-39.94140582,-67.58152153
,-58.58384987,-85.64964159,-217.80164438,-91.6078425,-2.01553386
,-119.78756501,-131.03631834,-44.95260408,-106.22120159,-103.62756992
,-235.92970977,-53.27335368,-63.51446351,-29.70694241,-65.73557352
,-87.15627992,-683.40872901,-217.47206046,-39.78164196,-0.96061151
,-224.78870003,-27.50782136,-13.18135877,-288.51866919,-265.5942151
,-8.97474333,-26.35097439,-4.5282991,80.86189529,-389.23258874
,-45.99862062,127.42710316,-30.55848326,5.19383418,-26.60078362
,-254.70315807,252.99730668,142.82484853,-212.85021052,-173.29347933
,-147.72659687,251.87069187,-128.75700999,260.0978464,-73.30690949
,-142.66879005,-23.68712625,267.19734192,-9.82924515,164.88208933
,226.64479362,191.35676746,222.23369925,193.0997467,43.41984636
,-168.35405694,8.51078666,200.06050393,5.77192907,234.69634292
,229.52433116,-259.19930915,206.15515693,253.13664898,286.37434235
,261.0127058,-28.21786256,227.19480235,235.09452203,246.24278822
,272.84254255,290.1721645,232.94708537,192.85951186,255.51482984
,179.80629608,-181.00976814,206.878894,183.62666811,105.08881722
,-72.65077281,253.12512404,-15.85025354,-205.96764147,122.78390329
,274.54367822,-25.9997034,-220.40192535,172.53794964,217.17804939
,-17.38964068,-50.57667187,15.43122651,308.51319057,-179.82827836
,205.8765373,166.90764533,200.9347066,-61.98452766,247.43615845
,-132.66873197,234.19210984,278.05872359,301.75701509,255.33952736
,262.3638912,-68.44955101,174.46416771,262.67282328,280.68381237
,-100.65354991,-66.1343701,-90.24925944,-159.27771766,263.73994064
,-34.1295417,281.08777438,272.77330724,253.92689405,274.56346793
,-124.65715868,17.05733616,246.41529999,214.66062675,288.14153517
,-107.65828792,257.19350813,207.60879151,-46.63854036,-32.94923684
,130.24214651,-81.16679155,-59.4428365,-36.19854209,230.00791798
,203.63529654,184.99940429,-55.14759769,78.08870373,212.90567671
,171.16404068,233.6030067,249.55529524,262.92440189,218.64689095
,155.93238368,199.96564597,-99.58566957,-143.91230615,251.92113891
,271.14322322,209.85936518,218.07568879,269.85016979,-247.9934445
,-131.78195364,272.1121531,-236.71343112,-151.24281751,191.80217724
,-68.01196652,160.54841407,-276.92474693,235.88208558,173.6984896
,269.9999115,180.09083941,285.97998769,277.43620967,4.41777176
,130.1518638,240.93497164,127.18620313,-50.74780248,196.44147301
,-60.9601733,245.07854113,-70.17830656,257.06535924,-105.46677479
,188.4390303,129.65232817,229.33164217,286.06967694,256.51388663
,-88.83022321,236.41071654,-303.73252692,118.59154232,-94.11842452
,209.74105569,185.71325828,278.14266864,249.11772937,152.00500288
,-29.45768528,216.95457517,101.72474411,129.8732485,267.47014211
,286.81451892,254.45666142,163.57861343,222.32092113,163.50157566
,236.18182758,224.40718946,221.01724857,245.10360788,280.10517968
,237.26611224,-39.42159665,253.922814,202.83127524,129.55926041
,216.07570605,232.77584429,-43.22860874,228.24989376,227.63441857
,285.58107666,47.78476785,198.71304286,253.23635013,218.82921362
,-76.43974261,271.21799822,207.78245523,136.53870673,235.27901774
,262.39521246,191.98889607,165.48299361,152.87432266,-15.21926525
,210.15110212,128.23974565,134.49194263,261.32366992,24.11364278
,266.52322529,253.56055201,274.65706683,-25.36501525,158.01182079
,186.18683291,181.15260328,249.01601365,220.20492521,249.2660858
,135.13625831,91.65641307,254.58750637,219.40820868,247.59436222
,281.83285885,291.72487346,243.57060286,216.32310816,228.51154433
,188.79345014,175.16576046,220.11444033,222.73217058,204.92950918
,174.20846076,253.82941817,215.76649249,303.04152513,202.98373306
,146.91684834,133.90705471,-164.73737246,205.30523059,267.16628105
,230.94306251,173.376775,216.77954734,4.28381564,2.67785398
,153.00249071,232.80240623,-103.09417563,-26.71591314,-25.49971965
,229.1734712,135.38652615,151.78771504,192.02886631,276.83621586
,229.17800987,263.9343252,3.65119304,264.98568527,277.15071266
,-131.57519022,-111.7450861,7.30140861,-67.66552387,190.46919462
,-369.47530778,277.30080216,-13.87681695,255.7205767,223.98553944
,-37.35196288,228.95271911,-112.43058588,192.2487183,-22.48893452
,-113.76541498,212.25577676,259.71941547,172.93185632,21.38879467
,228.91837517,-52.27003134,219.81646487,-18.61755196,-315.25910506
,-57.89843206,-266.68548044,225.89619091,-169.97223926,230.14822037
,-32.89390098,222.96586583,-138.56762119,212.73682395,234.98963911
,186.35523348,263.44362462,214.82366985,247.039784,265.47221462
,175.34495068,249.70047076,-69.06723798,-66.90430568,183.64938298
,237.72295838,153.0710629,235.10457863,199.0243621,215.728772
,-218.9966522,230.37932925,322.27974582,274.65346964,287.84672838
,228.02070481,186.24446641,250.35111531,282.6474481,-71.19538942
,170.42328178,215.18659048,251.05279106,157.99316586,215.16766932
,-116.52496725,65.47678269,-59.19993007,223.38598488,143.48703044
,235.11935155,284.35815874,226.00133942,259.92670756,137.49989273
,302.4917996,315.63480054,221.64458796,253.08297467,293.05747625
,109.56128344,122.82259928,-22.58796308,289.94824097,237.02460984
,193.44239295,280.94438309,118.21782612,107.28739173,235.67655742
,-139.12294289,215.85580845,210.10205676,-149.54397856,264.60980054
,189.77589387,226.13310938,3.87392083,223.65150233,219.36939761
,249.15947347,-73.88140088,202.35838508,272.29961523,175.98942838
,290.6996257,252.6295034,289.10750442,230.71557528,184.50303875
,-100.42413539,164.93670231,147.32898308,147.84062855,236.43511696
,258.18462379,256.01229564,-432.87088771,169.93985799,217.35189494
,256.49592229,206.62982447,-13.33723697,-188.82538781,173.67615609]
